# time  created  delivered  delivered/created
15757.0000 516 83 0.1609
15787.0000 517 83 0.1605
15817.0000 518 83 0.1602
15848.0000 519 83 0.1599
15879.0000 520 83 0.1596
15909.0000 521 83 0.1593
15940.0000 522 83 0.1590
15971.0000 523 83 0.1587
16001.0000 524 83 0.1584
16031.0000 525 83 0.1581
16062.0000 526 83 0.1578
16073.6000 526 84 0.1597
16093.0000 527 84 0.1594
16102.5000 527 85 0.1613
16124.0000 528 85 0.1610
16154.0000 529 85 0.1607
16185.0000 530 85 0.1604
16216.0000 531 85 0.1601
16246.0000 532 85 0.1598
16247.3000 532 86 0.1617
16255.9000 532 87 0.1635
16259.0000 532 88 0.1654
16276.0000 533 88 0.1651
16307.0000 534 88 0.1648
16337.0000 535 88 0.1645
16368.0000 536 88 0.1642
16398.0000 537 88 0.1639
16417.4000 537 89 0.1657
16429.0000 538 89 0.1654
16459.0000 539 89 0.1651
16490.0000 540 89 0.1648
16520.0000 541 89 0.1645
16551.0000 542 89 0.1642
16581.0000 543 89 0.1639
16611.0000 544 89 0.1636
16641.0000 545 89 0.1633
16671.0000 546 89 0.1630
16702.0000 547 89 0.1627
16733.0000 548 89 0.1624
16763.0000 549 89 0.1621
16793.0000 550 89 0.1618
16819.0000 550 90 0.1636
16824.0000 551 90 0.1633
16854.0000 552 90 0.1630
16884.0000 553 90 0.1627
16915.0000 554 90 0.1625
16946.0000 555 90 0.1622
16976.0000 556 90 0.1619
17006.0000 557 90 0.1616
17037.0000 558 90 0.1613
17067.0000 559 90 0.1610
17097.0000 560 90 0.1607
17128.0000 561 90 0.1604
17130.4000 561 91 0.1622
17159.0000 562 91 0.1619
17190.0000 563 91 0.1616
17220.0000 564 91 0.1613
17251.0000 565 91 0.1611
17281.0000 566 91 0.1608
17311.0000 567 91 0.1605
17342.0000 568 91 0.1602
17373.0000 569 91 0.1599
17403.0000 570 91 0.1596
17433.0000 571 91 0.1594
17463.0000 572 91 0.1591
17493.0000 573 91 0.1588
17510.2000 573 92 0.1606
17514.1000 573 93 0.1623
17523.0000 574 93 0.1620
17553.0000 575 93 0.1617
17584.0000 576 93 0.1615
17615.0000 577 93 0.1612
17646.0000 578 93 0.1609
17676.0000 579 93 0.1606
17697.7000 579 94 0.1623
17706.0000 580 94 0.1621
17737.0000 581 94 0.1618
17767.0000 582 94 0.1615
17798.0000 583 94 0.1612
17828.0000 584 94 0.1610
17859.0000 585 94 0.1607
17890.0000 586 94 0.1604
17920.0000 587 94 0.1601
17950.0000 588 94 0.1599
17980.0000 589 94 0.1596
18010.0000 590 94 0.1593
18040.0000 591 94 0.1591
18070.0000 591 95 0.1607
18071.0000 592 95 0.1605
18080.8000 592 96 0.1622
18094.8000 592 97 0.1639
18102.0000 593 97 0.1636
18132.0000 594 97 0.1633
18162.0000 595 97 0.1630
18192.0000 596 97 0.1628
18223.0000 597 97 0.1625
18254.0000 598 97 0.1622
18285.0000 599 97 0.1619
18315.0000 600 97 0.1617
18345.0000 601 97 0.1614
18376.0000 602 97 0.1611
18407.0000 603 97 0.1609
18438.0000 604 97 0.1606
18448.8000 604 98 0.1623
18469.0000 605 98 0.1620
18500.0000 606 98 0.1617
18502.6000 606 99 0.1634
18531.0000 607 99 0.1631
18561.0000 608 99 0.1628
18591.0000 609 99 0.1626
18621.0000 610 99 0.1623
18651.0000 611 99 0.1620
18681.0000 612 99 0.1618
18712.0000 613 99 0.1615
18742.0000 614 99 0.1612
18772.0000 615 99 0.1610
18777.8000 615 100 0.1626
18789.1000 615 101 0.1642
18802.0000 616 101 0.1640
18832.0000 617 101 0.1637
18836.9000 617 102 0.1653
18860.3000 617 103 0.1669
18863.0000 618 103 0.1667
18893.0000 619 103 0.1664
18893.6000 619 104 0.1680
18924.0000 620 104 0.1677
18954.0000 621 104 0.1675
18984.0000 622 104 0.1672
19014.0000 623 104 0.1669
